Image Name,Caption
bottle_train_good_000.png,A black and white dog is looking through a microscope.
bottle_train_good_001.png,A black and white dog is looking through a microscope.
bottle_train_good_002.png,A black and white dog is looking through a microscope.
bottle_train_good_003.png,A black and white dog is looking through a microscope.
bottle_train_good_004.png,A black and white dog is looking through a microscope.
bottle_train_good_005.png,A black and white dog is looking at a large object.
bottle_train_good_006.png,A black and white dog is looking through a microscope.
bottle_train_good_007.png,A black and white dog is looking through a microscope.
bottle_train_good_008.png,A person with a black shirt and blue jeans is looking through a microscope.
bottle_train_good_009.png,Is looking through a microscope.
bottle_train_good_010.png,A black and white dog is looking through a microscope.
bottle_train_good_011.png,A person with a blue shirt and glasses is looking through a microscope.
bottle_train_good_012.png,A black and white dog is looking through a microscope.
bottle_train_good_013.png,A black and white dog is looking through a microscope.
bottle_train_good_014.png,A black and white dog is looking through a microscope.
bottle_train_good_015.png,A black and white dog is looking through a microscope.
bottle_train_good_016.png,A black and white dog is looking through a microscope.
bottle_train_good_017.png,A black and white dog is looking through a microscope.
bottle_train_good_018.png,A black and white dog is looking through a microscope.
bottle_train_good_019.png,A black and white dog is looking through a microscope.
bottle_train_good_020.png,A black and white dog is looking through a microscope.
bottle_train_good_021.png,A black and white dog is looking through a microscope.
bottle_train_good_022.png,A black and white dog is looking through a microscope.
bottle_train_good_023.png,A black and white dog is looking through a microscope.
bottle_train_good_024.png,A person with a blue shirt is looking through a microscope.
bottle_train_good_025.png,A black and white dog is looking through a microscope.
bottle_train_good_026.png,A person with a blue shirt is looking through a microscope.
bottle_train_good_027.png,A black and white dog is looking through a microscope.
bottle_train_good_028.png,A black and white dog is looking through a microscope.
bottle_train_good_029.png,A person with a blue shirt is looking through a microscope.
bottle_train_good_030.png,A black and white dog is looking through a microscope.
bottle_train_good_031.png,A black and white dog is looking through a microscope.
bottle_train_good_032.png,A black and white dog is looking through a microscope.
bottle_train_good_033.png,A black and white dog is looking through a microscope.
bottle_train_good_034.png,A black and white dog is looking through a microscope.
bottle_train_good_035.png,A black and white dog is looking through a microscope.
bottle_train_good_036.png,A black and white dog is looking through a microscope.
bottle_train_good_037.png,A black and white dog is looking through a microscope.
bottle_train_good_038.png,A black and white dog is looking through a microscope.
bottle_train_good_039.png,A black and white dog is looking through a microscope.
bottle_train_good_040.png,A black and white dog is looking through a microscope.
bottle_train_good_041.png,A person with a blue shirt and black pants is looking through a microscope.
bottle_train_good_042.png,A black and white dog is looking through a microscope.
bottle_train_good_043.png,A dog is looking through a microscope.
bottle_train_good_044.png,A black and white dog is looking through a microscope.
bottle_train_good_045.png,A black and white dog is running through a tunnel.
bottle_train_good_046.png,A black and white dog is looking through a microscope.
bottle_train_good_047.png,A black and white dog is looking through a microscope.
bottle_train_good_048.png,A black and white dog is looking through a microscope.
bottle_train_good_049.png,A black and white dog is looking through a microscope.
bottle_train_good_050.png,A black and white dog is looking through a microscope.
bottle_train_good_051.png,A black and white dog is looking at a camera.
bottle_train_good_052.png,A black and white dog is looking through a microscope.
bottle_train_good_053.png,A black and white dog is looking through a microscope.
bottle_train_good_054.png,A black and white dog is looking through a microscope.
bottle_train_good_055.png,A black and white dog is running through a tunnel.
bottle_train_good_056.png,A black and white dog is looking through a microscope.
bottle_train_good_057.png,A black and white dog is looking through a microscope.
bottle_train_good_058.png,A person with a blue shirt and black hair is looking through a microscope.
bottle_train_good_059.png,A black and white dog is looking at a microscope.
bottle_train_good_060.png,A black and white dog is looking through a microscope.
bottle_train_good_061.png,A black and white dog is looking through a microscope.
bottle_train_good_062.png,A black and white dog is looking through a microscope.
bottle_train_good_063.png,A black and white dog is running through a tunnel.
bottle_train_good_064.png,A black and white dog is looking through a microscope.
bottle_train_good_065.png,A black and white dog is looking through a microscope.
bottle_train_good_066.png,A black and white dog is looking through a microscope.
bottle_train_good_067.png,A person with a blue shirt is looking through a microscope.
bottle_train_good_068.png,A black and white dog is looking through a microscope.
bottle_train_good_069.png,A black and white dog is looking through a microscope.
bottle_train_good_070.png,A black and white dog is looking through a microscope.
bottle_train_good_071.png,A black and white dog is looking through a microscope.
bottle_train_good_072.png,A person with a blue shirt is looking through a microscope.
bottle_train_good_073.png,A black and white dog is looking through a microscope.
bottle_train_good_074.png,A person with a black shirt and blue jeans is looking through a microscope.
bottle_train_good_075.png,A black and white dog is looking through a microscope.
bottle_train_good_076.png,A black and white dog is running through a tunnel.
bottle_train_good_077.png,A black and white dog is looking through a microscope.
bottle_train_good_078.png,A black and white dog is looking through a microscope.
bottle_train_good_079.png,A black and white dog is looking at a camera.
